ID,steps_to_reproduce_file,language,tool,tool_link,project,project_link,project_default_branch,project_sha,can_run_locally,has_nondeterminism,steps_to_reproduce,remarks
118,Parasoft_JTest_jeecgboot_jeecg-boot.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,jeecgboot/jeecg-boot,https://github.com/jeecgboot/jeecg-boot,master,d0406fcd839f934eb10b782c3997674e4160f1b3,,,,
119,Parasoft_JTest_dbeaver_dbeaver.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,devel,2625dfaaea4aa0d65643c3f294cc300b5568254a,,,,
120,Parasoft_JTest_PhilJay_MPAndroidChart.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,PhilJay/MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,master,0550d3f7907c635744c08ad8ff9c45e1b6281cc7,,,,
121,Parasoft_JTest_eugenp_tutorials.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,eugenp/tutorials,https://github.com/eugenp/tutorials,master,14f670f6eb0f21cda6236f6c173cc9403cb3ce58,,,,
122,Parasoft_JTest_geekxh_hello-algorithm.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,geekxh/hello-algorithm,https://github.com/geekxh/hello-algorithm,master,60a2b5f56d4d982c12fa2e04b6005fc27cb8d903,,,,
123,Parasoft_JTest_alibaba_arthas.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,alibaba/arthas,https://github.com/alibaba/arthas,master,b9fe1e1747fdbf657c4660805316043e955ed520,,,,
124,Parasoft_JTest_airbnb_lottie-android.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,airbnb/lottie-android,https://github.com/airbnb/lottie-android,master,aebf9bc07bc54979633f3355ada3d3e6e12986a3,,,,
125,Parasoft_JTest_bumptech_glide.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,bumptech/glide,https://github.com/bumptech/glide,master,a7351b0ecf6656ad937fbc52fe9e90d3b289c265,,,,
126,Parasoft_JTest_Blankj_AndroidUtilCode.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,master,51c8124045ec5b7c6d342b94a4020ed2f7fda496,,,,
127,Parasoft_JTest_netty_netty.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,netty/netty,https://github.com/netty/netty,4.1,2e413d6c73aac00d4541bab119c7a2c330bf8235,,,,
128,Parasoft_JTest_zxing_zxing.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,zxing/zxing,https://github.com/zxing/zxing,master,2326dd4ff3adb9cd7ecd0d2937e37b4babe0a1fe,,,,
129,Parasoft_JTest_xkcoding_spring-boot-demo.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,master,87a142f9604c1a5365b4d24d22c2c11c26a9d5ab,,,,
130,Parasoft_JTest_halo-dev_halo.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,halo-dev/halo,https://github.com/halo-dev/halo,main,2178bd8b80d372ba2575176ac609e070ce5696f8,,,,
131,Parasoft_JTest_alibaba_easyexcel.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,alibaba/easyexcel,https://github.com/alibaba/easyexcel,master,5ad28d92a981913fccc2e42933a4c07062758a12,,,,
132,Parasoft_JTest_termux_termux-app.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,termux/termux-app,https://github.com/termux/termux-app,master,2f40df91e54662190befe3b981595209944348e8,,,,
133,Parasoft_JTest_ityouknow_spring-boot-examples.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,ityouknow/spring-boot-examples,https://github.com/ityouknow/spring-boot-examples,master,53c8c8d6d0b957e9d4ae02f99d5993d5e699d522,,,,
134,Parasoft_JTest_SeleniumHQ_selenium.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,trunk,2f7ac692524b16edf18feaebed093e3be50135dc,,,,
135,Parasoft_JTest_alibaba_nacos.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,alibaba/nacos,https://github.com/alibaba/nacos,develop,70ad2eb991a934bc043ac0496754d382e74917c6,,,,
136,Parasoft_JTest_doocs_leetcode.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,doocs/leetcode,https://github.com/doocs/leetcode,main,0ae1f13a4591bcc7ba2d5a5f8d77444634cee6d4,,,,
137,Parasoft_JTest_apolloconfig_apollo.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,apolloconfig/apollo,https://github.com/apolloconfig/apollo,master,3d14e6f974eb611e65dc9abe2d50ba5afbb2b6c9,,,,
138,Parasoft_JTest_TeamNewPipe_NewPipe.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,TeamNewPipe/NewPipe,https://github.com/TeamNewPipe/NewPipe,dev,879d7a24f05ab06510be249f2f3b5109f7c89dcc,,,,
139,Parasoft_JTest_dromara_hutool.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,dromara/hutool,https://github.com/dromara/hutool,v5-master,3e716fcf0a80d91f74cce6545ee089aad1e89ce9,,,,
140,Parasoft_JTest_wuyouzhuguli_SpringAll.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,wuyouzhuguli/SpringAll,https://github.com/wuyouzhuguli/SpringAll,master,614d2578d9495acf53cc02f2dee9c6131cc5e51a,,,,
141,Parasoft_JTest_alibaba_canal.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,alibaba/canal,https://github.com/alibaba/canal,master,bbea8029148969195a41f65b17ac650c93e64580,,,,
142,Parasoft_JTest_alibaba_druid.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,alibaba/druid,https://github.com/alibaba/druid,master,957bbab0e068a4cbe2707d85db08302ba1684a5e,,,,
143,Parasoft_JTest_apache_kafka.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,apache/kafka,https://github.com/apache/kafka,trunk,da5f4424dc317f5ef1303c012d3c6a84b722b217,,,,
144,Parasoft_JTest_alibaba_spring-cloud-alibaba.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,alibaba/spring-cloud-alibaba,https://github.com/alibaba/spring-cloud-alibaba,2023.x,26d483d7220cdfc23c33e40c6204fdf3f5561ef9,,,,
145,Parasoft_JTest_crossoverJie_JCSprout.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,crossoverJie/JCSprout,https://github.com/crossoverJie/JCSprout,master,138bf674028a5e14584d94576cbacb97cbdf56de,,,,
146,Parasoft_JTest_lenve_vhr.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,lenve/vhr,https://github.com/lenve/vhr,master,651a4be8bd9e9fd45b16e23278b0196edd033ed0,,,,
147,Parasoft_JTest_xuxueli_xxl-job.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,xuxueli/xxl-job,https://github.com/xuxueli/xxl-job,master,1af1e82f0e54ff1700abb0b6ffb780dc7349e9ca,,,,
148,Parasoft_JTest_qiurunze123_miaosha.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,qiurunze123/miaosha,https://github.com/qiurunze123/miaosha,master,280fc7dbb892025d5806ba0a8b3d568cb6b8f2d9,,,,
149,Parasoft_JTest_alibaba_fastjson.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,alibaba/fastjson,https://github.com/alibaba/fastjson,master,c942c83443117b73af5ad278cc780270998ba3e1,,,,
150,Parasoft_JTest_JakeWharton_butterknife.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,JakeWharton/butterknife,https://github.com/JakeWharton/butterknife,master,fcdebedf3276096db2f51bf6372b849b5a9c75ed,,,,
151,Parasoft_JTest_hollischuang_toBeTopJavaer.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,hollischuang/toBeTopJavaer,https://github.com/hollischuang/toBeTopJavaer,master,4173f8a806c130d2ae6c71b678a06bb63c9213bb,,,,
152,Parasoft_JTest_proxyee-down-org_proxyee-down.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,proxyee-down-org/proxyee-down,https://github.com/proxyee-down-org/proxyee-down,master,378f353e130b48095608409494f9d2698ff1ea4d,,,,
153,Parasoft_JTest_apache_incubator-seata.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,apache/incubator-seata,https://github.com/apache/incubator-seata,2.x,4f16097d6934aeac324f524558661677bd755f5c,,,,
154,Parasoft_JTest_signalapp_Signal-Android.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,signalapp/Signal-Android,https://github.com/signalapp/Signal-Android,main,bdcf2431e7f0fd7fe3dc4cda32fa6d1c182a116f,,,,
155,Parasoft_JTest_scwang90_SmartRefreshLayout.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,scwang90/SmartRefreshLayout,https://github.com/scwang90/SmartRefreshLayout,main,e36dcec52005f93d2122ac9953f6a9e28f427f65,,,,
156,Parasoft_JTest_greenrobot_EventBus.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,greenrobot/EventBus,https://github.com/greenrobot/EventBus,master,0194926b3bcf70cc0d7bfd3c5da16708dd5ab876,,,,
157,Parasoft_JTest_YunaiV_ruoyi-vue-pro.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,YunaiV/ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro,master,02e0f5d0348e381a23c23909b2ec1e998de7ed9d,,,,
158,Parasoft_JTest_Netflix_Hystrix.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,Netflix/Hystrix,https://github.com/Netflix/Hystrix,master,7c03bafe32b518182e09e92fa57358a01043a504,,,,
159,Parasoft_JTest_DrKLO_Telegram.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,DrKLO/Telegram,https://github.com/DrKLO/Telegram,master,a906f12aaec2768969c77650a7e4b377baa6cf2a,,,,
160,Parasoft_JTest_apache_skywalking.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,apache/skywalking,https://github.com/apache/skywalking,master,59cabc10a214ae635e6e38dfd36f6c5df2323152,,,,
161,Parasoft_JTest_apache_flink.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,apache/flink,https://github.com/apache/flink,master,80af4d502318348ba15a8f75a2a622ce9dbdc968,,,,
162,Parasoft_JTest_google_gson.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,google/gson,https://github.com/google/gson,main,18b08922537c16b0de1d503c82307d613aae0138,,,,
163,Parasoft_JTest_redisson_redisson.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,redisson/redisson,https://github.com/redisson/redisson,master,803020f3b9a7c105eabbdc93f941ad27c64b3293,,,,
164,Parasoft_JTest_libgdx_libgdx.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,libgdx/libgdx,https://github.com/libgdx/libgdx,master,980fa732f7e949dddf38d748d93920bbe7c765fc,,,,
165,Parasoft_JTest_jenkinsci_jenkins.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,jenkinsci/jenkins,https://github.com/jenkinsci/jenkins,master,33858d1c673efe415b2daabb9c54dc04a05b314d,,,,
166,Parasoft_JTest_bazelbuild_bazel.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,bazelbuild/bazel,https://github.com/bazelbuild/bazel,master,0e7c0fb91eb6d6fd0f7a4e4bddf734569a9dd3b3,,,,
167,Parasoft_JTest_Stirling-Tools_Stirling-PDF.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,Stirling-Tools/Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,main,d730c6a12fc6ecbeddf12255c81367a423d70310,,,,
168,Parasoft_JTest_alibaba_Sentinel.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,alibaba/Sentinel,https://github.com/alibaba/Sentinel,1.8,dbd3c06ca7c34918981ad70f1b123824f287adcf,,,,
169,Parasoft_JTest_google_ExoPlayer.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,google/ExoPlayer,https://github.com/google/ExoPlayer,release-v2,faa296ae3c4ac3ceed514b247284f268953afad7,,,,
170,Parasoft_JTest_Anuken_Mindustry.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,Anuken/Mindustry,https://github.com/Anuken/Mindustry,master,56388cbc79ce1359a90bb13cc66a9063bd7424dc,,,,
171,Parasoft_JTest_elunez_eladmin.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,elunez/eladmin,https://github.com/elunez/eladmin,master,ab0d02a473e2bfb57cfd2bc7defcfbdacb802ce0,,,,
172,Parasoft_JTest_apache_rocketmq.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,apache/rocketmq,https://github.com/apache/rocketmq,develop,af43a3e71f2bdb4765294f7d6314b1428737849d,,,,
173,Parasoft_JTest_EnterpriseQualityCoding_FizzBuzzEnterpriseEdition.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,https://github.com/EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,uinverse,4922c077c07a3744ae67ee8a932786f15bf57411,,,,
174,Parasoft_JTest_doocs_source-code-hunter.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,doocs/source-code-hunter,https://github.com/doocs/source-code-hunter,main,cd0780e93bc8c162965a7a02d27df3a3348facec,,,,
175,Parasoft_JTest_didi_DoKit.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,didi/DoKit,https://github.com/didi/DoKit,master,166a1a92c6fd509f6b0ae3e8dd9993f631b05709,,,,
176,Parasoft_JTest_keycloak_keycloak.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,keycloak/keycloak,https://github.com/keycloak/keycloak,main,879fe082dd1f9fe6612f05dba8b8ff4a718040eb,,,,
177,Parasoft_JTest_OpenAPITools_openapi-generator.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,OpenAPITools/openapi-generator,https://github.com/OpenAPITools/openapi-generator,master,0768ddcd7c7bd8b03871486fd5f07ac0bb04d65a,,,,
178,Parasoft_JTest_ReactiveX_RxAndroid.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,ReactiveX/RxAndroid,https://github.com/ReactiveX/RxAndroid,3.x,c561bf7e7113e3a069cc5778e89c043b9406df7e,,,,
179,Parasoft_JTest_oracle_graal.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,oracle/graal,https://github.com/oracle/graal,master,fefc2a03a1e46ce60ce4b03f223d83640fbef0f4,,,,
180,Parasoft_JTest_CarGuo_GSYVideoPlayer.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,CarGuo/GSYVideoPlayer,https://github.com/CarGuo/GSYVideoPlayer,master,2aa00f8d2596eae6fed7e876914b6cab2c1ee9a1,,,,
181,Parasoft_JTest_apache_shardingsphere.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,apache/shardingsphere,https://github.com/apache/shardingsphere,master,97604eb25afa75d95717184b7f521b4b9cc3c3c7,,,,
182,Parasoft_JTest_mybatis_mybatis-3.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,mybatis/mybatis-3,https://github.com/mybatis/mybatis-3,master,c7c8d7bcbc8f12f27e740fa41755d9dcb4e2147c,,,,
183,Parasoft_JTest_brettwooldridge_HikariCP.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,brettwooldridge/HikariCP,https://github.com/brettwooldridge/HikariCP,dev,0a6ccdb334b2ecde25ae090034669d534736a0de,,,,
184,Parasoft_JTest_iBotPeaches_Apktool.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,iBotPeaches/Apktool,https://github.com/iBotPeaches/Apktool,master,53aa74301422e47bb29bd63007d612e75501ca51,,,,
185,Parasoft_JTest_linlinjava_litemall.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,linlinjava/litemall,https://github.com/linlinjava/litemall,master,47ea5c7420f126081e7ef17a7182890def32457d,,,,
186,Parasoft_JTest_Baseflow_PhotoView.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,Baseflow/PhotoView,https://github.com/Baseflow/PhotoView,master,565505d5cb84f5977771b5d2ccb7726338e77224,,,,
187,Parasoft_JTest_yudaocode_SpringBoot-Labs.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,yudaocode/SpringBoot-Labs,https://github.com/yudaocode/SpringBoot-Labs,master,6c12efaed06d12907a0f40dd2ad1f7020aec8798,,,,
188,Parasoft_JTest_dianping_cat.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,dianping/cat,https://github.com/dianping/cat,master,c667b7a03b3f456373647ba526bfa61e44a6b79c,,,,
189,Parasoft_JTest_openjdk_jdk.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,openjdk/jdk,https://github.com/openjdk/jdk,master,b96b38c2c9a310d5fe49b2eda3e113a71223c7d1,,,,
190,Parasoft_JTest_forezp_SpringCloudLearning.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,forezp/SpringCloudLearning,https://github.com/forezp/SpringCloudLearning,master,740106e00636df1b005fe13f66f1f9ecbafd8b1b,,,,
191,Parasoft_JTest_Tencent_tinker.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,Tencent/tinker,https://github.com/Tencent/tinker,dev,630fb9ff23c7d484db40c40f4c6f3be021673097,,,,
192,Parasoft_JTest_facebook_fresco.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,facebook/fresco,https://github.com/facebook/fresco,main,2b854a64b1c1d42e19595b97a82ff2e9609e3209,,,,
193,Parasoft_JTest_LMAX-Exchange_disruptor.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,LMAX-Exchange/disruptor,https://github.com/LMAX-Exchange/disruptor,master,95c705f60c1833b07f1fed6e08a08d7bee7f0971,,,,
194,Parasoft_JTest_nostra13_Android-Universal-Image-Loader.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,nostra13/Android-Universal-Image-Loader,https://github.com/nostra13/Android-Universal-Image-Loader,master,458df4da2e23ba9ad76c79241a948cdfcccf72ae,,,,
195,Parasoft_JTest_openzipkin_zipkin.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,openzipkin/zipkin,https://github.com/openzipkin/zipkin,master,e9725af236ea47991bfa27da110d680d0dd8f485,,,,
196,Parasoft_JTest_Tencent_APIJSON.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,Tencent/APIJSON,https://github.com/Tencent/APIJSON,master,7403f0a7471819ae8897c2fa56ea7eea4ab9c4c7,,,,
197,Parasoft_JTest_winterbe_java8-tutorial.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,winterbe/java8-tutorial,https://github.com/winterbe/java8-tutorial,master,9b79999be76274f0c11a5b1d4a4fff4e785dc774,,,,
198,Parasoft_JTest_shuzheng_zheng.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,shuzheng/zheng,https://github.com/shuzheng/zheng,master,7005c0a775e6d014d1dc8a8a809f7b1c13bf785a,,,,
199,Parasoft_JTest_williamfiset_Algorithms.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,williamfiset/Algorithms,https://github.com/williamfiset/Algorithms,master,da50861a53fc2f6642cfc7d82c285166f41d03e2,,,,
200,Parasoft_JTest_antlr_antlr4.md,Java,Parasoft JTest,https://www.parasoft.com/products/jtest,antlr/antlr4,https://github.com/antlr/antlr4,dev,380ce4b8b1658df16ada45e1d56d5aa476052376,,,,
201,cargo-careful_rust-lang_rust.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,rust-lang/rust,https://github.com/rust-lang/rust,master,20aa2d81e36036073a9acf418c7d413cb4b22fa6,,,,
202,cargo-careful_denoland_deno.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,denoland/deno,https://github.com/denoland/deno,main,641356bb16381ad7af939db60b4e2be8ec7a262d,,,,
203,cargo-careful_tauri-apps_tauri.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,tauri-apps/tauri,https://github.com/tauri-apps/tauri,dev,b0421cbb21a2598aa4a396fa3eb714e1b699c2e1,,,,
204,cargo-careful_rustdesk_rustdesk.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,master,34c7c259085a50c93f7653782de6297ee41c2355,,,,
205,cargo-careful_FuelLabs_sway.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,FuelLabs/sway,https://github.com/FuelLabs/sway,master,daee1c247c86038bf9a3faefbca80d0aca4ebf0e,,,,
206,cargo-careful_FuelLabs_fuel-core.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,master,9fddeccb4d112c148f6793bc3d21131a13778a25,,,,
207,cargo-careful_alacritty_alacritty.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,alacritty/alacritty,https://github.com/alacritty/alacritty,master,ce800bfde2a2121a830c2b0854749875b3aebf79,,,,
208,cargo-careful_rust-lang_rustlings.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,rust-lang/rustlings,https://github.com/rust-lang/rustlings,main,71053101c32d0fd374f8e122880b3d682519bac6,,,,
209,cargo-careful_lencx_ChatGPT.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,lencx/ChatGPT,https://github.com/lencx/ChatGPT,main,fe4f231d48486937c6f7911b7f70f6f469b6ba1d,,,,
210,cargo-careful_sharkdp_bat.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,sharkdp/bat,https://github.com/sharkdp/bat,master,bb4d1cbd2ef757e0b8cf59669c3145d2538e65e3,,,,
211,cargo-careful_BurntSushi_ripgrep.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,master,bb8601b2bafb5e68181cbbb84e6ffa4f7a72bf16,,,,
212,cargo-careful_FuelLabs_fuels-rs.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,master,895264c323ad8c85c55fed7c4f2f578a988da432,,,,
213,cargo-careful_meilisearch_meilisearch.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,main,248e22005ac827ee4654eedaaff904d12fd308e4,,,,
214,cargo-careful_rust-unofficial_awesome-rust.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,main,be98998d8a985f7533e2dbddfcb23eac93266861,,,,
215,cargo-careful_starship_starship.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,starship/starship,https://github.com/starship/starship,master,d0f542a6d7dae0decb6050fa5a539f994ea27535,,,,
216,cargo-careful_dani-garcia_vaultwarden.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,main,0fe93edea6cb8d4b30416a6d319164f8828ad8b7,,,,
217,cargo-careful_lapce_lapce.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,lapce/lapce,https://github.com/lapce/lapce,master,43bdb124e3e5a5b1ba416d510b58e7d8af3fb766,,,,
218,cargo-careful_zed-industries_zed.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,zed-industries/zed,https://github.com/zed-industries/zed,main,1d4814e5b669265ec103798db5f32d957853c39d,,,,
219,cargo-careful_bevyengine_bevy.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,bevyengine/bevy,https://github.com/bevyengine/bevy,main,dac66e83b2b8c2fb88a9fc272a78857d8a048668,,,,
220,cargo-careful_sharkdp_fd.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,sharkdp/fd,https://github.com/sharkdp/fd,master,9279b1f0af0a88736cd28cff74d86afec72841d7,,,,
221,cargo-careful_helix-editor_helix.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,helix-editor/helix,https://github.com/helix-editor/helix,master,752ed8eb15b7366ef0c9e835b261189141e38630,,,,
222,cargo-careful_swc-project_swc.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,swc-project/swc,https://github.com/swc-project/swc,main,9ec9459b16973ca662257730077755bb520342b2,,,,
223,cargo-careful_nushell_nushell.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,nushell/nushell,https://github.com/nushell/nushell,main,38bf3f6e1b9d3b53d4d37b47396d4dad17d6d0a1,,,,
224,cargo-careful_typst_typst.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,typst/typst,https://github.com/typst/typst,main,2c678e82280d4033a86a3378e7a73f0b033548b7,,,,
225,cargo-careful_influxdata_influxdb.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,influxdata/influxdb,https://github.com/influxdata/influxdb,main,43368981c7eeaae0ed96b72a34a07278d8c8bc77,,,,
226,cargo-careful_astral-sh_ruff.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,astral-sh/ruff,https://github.com/astral-sh/ruff,main,414990c02267f530d6119c698aafca0401455b24,,,,
227,cargo-careful_pola-rs_polars.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,pola-rs/polars,https://github.com/pola-rs/polars,main,c9e786b68ff1ef8dcfe72abd6f6ed293d542141d,,,,
228,cargo-careful_google_comprehensive-rust.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,google/comprehensive-rust,https://github.com/google/comprehensive-rust,main,48325a08feb9428934f5f308dac12ec818328567,,,,
229,cargo-careful_surrealdb_surrealdb.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,surrealdb/surrealdb,https://github.com/surrealdb/surrealdb,main,b9f02d146da2222e14c22264283297ff678a59e2,,,,
230,cargo-careful_vercel_turbo.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,vercel/turbo,https://github.com/vercel/turbo,main,b70ba3672f5606463c5d19720f6a2d800408cf5d,,,,
231,cargo-careful_tokio-rs_tokio.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,tokio-rs/tokio,https://github.com/tokio-rs/tokio,master,d33fdd86a3de75500fe554d6547cf5ad43e006bf,,,,
232,cargo-careful_fish-shell_fish-shell.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,fish-shell/fish-shell,https://github.com/fish-shell/fish-shell,master,5871deeee5504693d4fafaef578a06afb98d458d,,,,
233,cargo-careful_firecracker-microvm_firecracker.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,firecracker-microvm/firecracker,https://github.com/firecracker-microvm/firecracker,main,81e8b68f7471bf2398f47920d7a74b849ef8a754,,,,
234,cargo-careful_rome_tools.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,rome/tools,https://github.com/rome/tools,main,392d188a49d70e495f13b1bb08cd7d9c43690f9b,,,,
235,cargo-careful_rwf2_Rocket.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,rwf2/Rocket,https://github.com/rwf2/Rocket,master,e6aaea072c60e757807774bb487e44a92539d067,,,,
236,cargo-careful_ogham_exa.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,ogham/exa,https://github.com/ogham/exa,master,753150d3747e5ff1c9474bb3c2dd405fe55bb863,,,,
237,cargo-careful_sunface_rust-course.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,sunface/rust-course,https://github.com/sunface/rust-course,main,fc3529f5df30d9c4cc2f87c36a25d965c256dcb9,,,,
